Data,Qtd_Clean
2025-01,354588.2519771429
2025-02,390818.50249269843
2025-03,450279.82490761904
2025-04,435008.4215761905
2025-05,424237.0516
2025-06,443744.7558733333
2025-07,400363.6327266667
2025-08,402595.9535209524
2025-09,469571.9897733333
2025-10,420113.4056333333
2025-11,422592.79862666666
2025-12,533006.4452666667
