Data,PRODUTO,Real,Linear Regression,Random Forest,Gradient Boosting
2024-02-01,FITA CETIM CF003 15MMX10M 215 AZ MARINHO PROGRESSO,11.0,0.0,6.4,17.26730392472384
2024-02-01,FITA CETIM CF003 15MMX10M 217 VD ESCURO PROGRESSO,1.0,0.0,26.38,30.533221545849926
2024-02-01,CHOC GRANULADO AMARELO AQUARELA 500G MAVALERIO,7.0,0.0,4.64,17.26730392472384
2024-02-01,FITA CETIM CF002 COR 311  PROGRESSO,5.0,0.0,3.89,17.26730392472384
2024-02-01,FITA CETIM CF002 COR 280 VERDE CITRICO 10MMX10M PROGRESSO,3.0,0.0,2.26,17.26730392472384
2024-02-01,FITA CETIM CF002 COR 236 10MMX10M PROGRESSO,11.0,0.0,7.46,17.26730392472384
2024-02-01,FITA CETIM CF002 COR 232 10MMX10M PROGRESSO,4.0,0.0,11.32,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M 242 AMA CANARIO PROGRESSO,10.0,0.0,4.14,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M 245 LILAS PROGRESSO,19.0,0.0,14.76,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M 279 RS CITRICO PROGRESSO,8.0,0.0,7.98,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M 303 PINK PROGRESSO,12.0,0.0,13.4602,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M 340 MARROM CAFE PROGRESSO,10.0,0.0,6.22,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M 356 LILAS LAVANDA PROGRESSO,5.0,0.0,8.3,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M 675 VIOLETA PROGRESSO,4.0,0.0,5.54,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M 677 VD FOLHA PROGRESSO,7.0,0.0,5.04,17.26730392472384
2024-02-01,FITA CETIM CF002 10MMX10M BRANCO PROGRESSO,7.0,0.0,24.82,19.591315285319446
2024-02-01,FITA CETIM CF002 10MMX10M 217 VD BANDEIRA PROGRESSO,1.0,0.0,16.04,20.007996332159426
2024-02-01,FITA CETIM CF002 249  PROGRESSO,4.0,0.0,4.42,17.26730392472384
2024-02-01,FITA CETIM CF002 278 LARANJA CITRICO 10MMX10M PROGRESSO,7.0,0.0,3.44,17.26730392472384
2024-02-01,FITA CETIM CF002 763 AMARELO GEMA 10MMX10M PROGRESSO,9.0,0.0,8.94444,17.26730392472384
2024-02-01,FITA CETIM CF002 COR 066 10MMX10M PROGRESSO,4.0,0.0,4.16,17.26730392472384
2024-02-01,FITA CETIM CF002 COR 1102 10MMX10M PROGRESSO,1.0,0.0,4.9,17.26730392472384
2024-02-01,FITA CETIM CF002 COR 1143  PROGRESSO,5.0,0.0,5.65292,17.26730392472384
2024-02-01,FITA CETIM CF002 COR 1222 10MMX10M PROGRESSO,2.0,0.0,3.8,17.26730392472384
2024-02-01,FERMENTO EM PO QUIMICO 200G DR OETKER,12.0,0.0,16.926199999999998,19.591315285319446
2024-02-01,FACA FESTA MIX 150G FINI,78.0,0.0,76.14,73.92306305065351
2024-02-01,FACA MASTER CRISTAL C/50 PRAFESTA,6.0,0.0,9.22444,17.26730392472384
2024-02-01,FACA REFEICAO BRANCA C/50 PRAFESTA,5.0,0.0,7.2,17.26730392472384
2024-02-01,FACA REFEICAO BRANCO C/50 SAO JOAO,12.0,0.0,26.94,17.26730392472384
2024-02-01,FACA REFEICAO CRISTAL C/50 PRAFESTA,6.0,0.0,8.48444,17.26730392472384
2024-02-01,FACA REFEICAO CRISTAL C/50 SAO JOAO,33.0,0.0,12.48,20.007996332159426
2024-02-01,FAIXA FELIZ ANIVERSARIO MUSIC MENINA JUNCO,2.0,0.0,3.7963466666666665,17.26730392472384
2024-02-01,FAIXA FELIZ ANIVERSARIO MUSIC MOVE JUNCO,2.0,0.0,1.9986666666666668,17.26730392472384
2024-02-01,FACA FAST FOOD PRETO C/50 SAO JOAO,4.0,0.0,6.48,17.26730392472384
2024-02-01,FACA FAST FOOD PRATA C/50 SAO JOAO,12.0,0.0,8.3,17.26730392472384
2024-02-01,FACA FAST FOOD CRISTAL C/50 SAO JOAO,9.0,0.0,11.26,17.26730392472384
2024-02-01,FACA FAST FOOD BRANCO C/50 SAO JOAO,7.0,0.0,14.74,20.007996332159426
2024-02-01,FAIXA FELIZ ANIVERSARIO REGINA,4.0,0.0,2.66,17.26730392472384
2024-02-01,FAIXA ISOPOR NUVENS,47.0,0.0,42.24,32.46088033894989
2024-02-01,FECHO PRATICO 4MMX11CM ROSE GOLD C/100 CROMUS,14.0,0.0,13.38,17.26730392472384
2024-02-01,FECHO PRATICO C/100 BRANCO,24.0,0.0,16.110619999999997,20.007996332159426
2024-02-01,FECHO PRATICO CROMUS 4MMX11CM C/100 AZUL,28.0,0.0,15.92,17.66365649221949
2024-02-01,FECHO PRATICO CROMUS 4MMX11CM C/100 DOURADO,7.0,0.0,25.34,19.194962717823795
2024-02-01,FECHO PRATICO CROMUS 4MMX11CM C/100 NACARADO CROMUS,7.0,0.0,32.36,19.194962717823795
2024-02-01,FECHO PRATICO CROMUS 4MMX11CM C/100 PINK,17.0,0.0,8.34,17.26730392472384
2024-02-01,FECHO PRATICO CROMUS 4MMX11CM C/100 PRATA,54.0,0.0,38.92,25.70758510100121
2024-02-01,FECHO PRATICO CROMUS 4MMX11CM C/100 PRETO,15.0,0.0,7.96,17.26730392472384
2024-02-01,FECHO PRATICO CROMUS 4MMX11CM C/100 VERDE,10.0,0.0,14.72,17.26730392472384
2024-02-01,FECHO PRATICO CROMUS 4MMX11CM C/100 VERMELHO,8.0,0.0,22.16,17.26730392472384
2024-02-01,FECHO PRATICO CROMUS 7MMX30CM C/100 DOURADO,4.0,0.0,15.54,17.26730392472384
2024-02-01,FECHO PRATICO CROMUS 7MMX30CM C/100 NACARADO,1.0,0.0,5.92,17.26730392472384
2024-02-01,FECHO PRATICO CROMUS 7MMX30CM C/100 PRATA,2.0,0.0,5.08,17.26730392472384
2024-02-01,FARINHA LACTEA ORIGINAL 210G NESTLE,6.0,0.0,6.34,17.26730392472384
2024-02-01,FAIXA PARABENS ROSE GOLD SILVER PLASTIC,2.0,0.0,2.7129199999999996,17.26730392472384
2024-02-01,FAIXA PARABENS SPIDER ANIMACAO REGINA,1.0,0.0,4.08,17.26730392472384
2024-02-01,FANDANGOS PRESUNTO 115G ELMA CHIPS,27.0,0.0,41.76,33.20489885077114
2024-02-01,FANDANGOS PRESUNTO 37G ELMA CHIPS,324.0,242.9558296488163,401.0,475.8546253429702
2024-02-01,FANDANGOS PRESUNTO 80G ELMA CHIPS,37.0,0.0,42.22166,33.20489885077114
2024-02-01,FANDANGOS QUEIJO 37G ELMA CHIPS,60.0,0.0,87.88,62.24887615204594
2024-02-01,ESPETINHO P/ PETISCOS CRISTAL C/50 PLASTILANIA,8.0,0.0,16.86,17.66365649221949
2024-02-01,ESPETINHO P/ PETISCOS CRISTAL C/100 PLASTILANIA,18.0,0.0,30.28,19.591315285319446
2024-02-01,ESPETINHO P/ PETISCOS COLORIDO C/50 PLASTILANIA,13.0,0.0,40.38,17.66365649221949
2024-02-01,EMBALAGEM DE ALUMINIO D10 C/10 WYDA,4.0,0.0,2.24,17.26730392472384
2024-02-01,EMBALAGEM DE ALUMINIO D11 WYDA,18.0,0.0,36.44,20.007996332159426
2024-02-01,EMBALAGEM DE ALUMINIO D12 C/10 WYDA,29.0,0.0,31.94,27.088629035089365
2024-02-01,EMBALAGEM DE ALUMINIO D2 C/10 WYDA,5.0,0.0,7.58,17.26730392472384
2024-02-01,EMBALAGEM DE ALUMINIO D3 C/10 WYDA,2.0,0.0,4.94,17.26730392472384
2024-02-01,EMBALAGEM CONE TRUFFADO VERMELHO C/50 REAL FRANCO,1.0,0.0,1.99356,17.26730392472384
2024-02-01,EMBALAGEM CELOFANE 12X12CM INCOLOR CROMUS,9.0,0.0,5.54,17.26730392472384
2024-02-01,EMBALAGEM CELOFANE 15X16CM INCOLOR CROMUS,13.0,0.0,17.52,17.26730392472384
2024-02-01,EMBALAGEM CHUMBO PRATA 43.5X59CM C/5 CROMUS,146.0,0.0,78.34,23.38357374040561
2024-02-01,EMBALAGEM LAMINADA P/BOLO FESTA PRATA 20X22 C/50 CROMUS,5.0,0.0,5.48,17.26730392472384
2024-02-01,EMBALAGEM LAMINADA P/BOLO OURO 20X22 C/50 CROMUS,6.0,0.0,13.9,19.194962717823795
2024-02-01,EMBALAGEM LAMINADA P/BOLO ROSE GOLD 20X22 C/50 CROMUS,9.0,0.0,11.2,13.874459069813273
2024-02-01,EMBALAGEM LAMINADA P/BOLO VERMELHO 20X22 C/50 CROMUS,5.0,0.0,5.72,17.26730392472384
2024-02-01,EMBALAGEM PARA DOCE C/50 FLIP,24.0,0.0,17.3831,17.66365649221949
2024-02-01,EMBALAGEM SLICE BOLO DE FATIA + SAQUINHO BRANCA C/5,9.0,0.0,7.54,17.26730392472384
2024-02-01,EMBALAGEM EXPRESS CROMUS 49X49CM C/3,32.0,0.0,2.80968,17.26730392472384
2024-02-01,"EMBALAGEM ALUMINIO P/TRUFA STAR MARROM 14,5X15,5 C/100 UN CROMUS",9.0,0.0,7.16,17.26730392472384
2024-02-01,EMB CONE TRUFFADO AZUL C/50 REAL FRANCO,1.0,0.0,1.945,17.26730392472384
2024-02-01,EMB TRUFA 15X16CM EMERGENCIA CROMUS,2.0,0.0,4.38,17.26730392472384
2024-02-01,EMB TRUFA 15X16CM FELICITOL C/100 CROMUS,4.0,0.0,8.4,17.26730392472384
2024-02-01,EMB TRUFA 15X16CM LEITE EM PO C/100 CROMUS,11.0,0.0,10.06,21.93565512525938
2024-02-01,EMB TRUFA 15X16CM STAR MARFIM CROMUS,6.0,0.0,6.68,17.26730392472384
2024-02-01,EMB TRUFA 15X16CM TPM C/100 CROMUS,9.0,0.0,7.94,17.26730392472384
2024-02-01,EMBALAG CONE TRUFFADO PINK C/50 REAL FRANCO,2.0,0.0,2.302,17.26730392472384
2024-02-01,EMBALAG METALI 60X88CM UNIDA,9.0,0.0,35.26,19.194962717823795
2024-02-01,"EMBALAGEM ALUM P/TRUFA FEITA C/AMOR 14,5X15,5 C/100 CROMUS",6.0,0.0,7.39764,17.26730392472384
2024-02-01,EMBALAGEM TRUFA  DELICIA BRIGADEIRO 14.5X15.5CM CROMUS,27.0,0.0,17.42,17.66365649221949
2024-02-01,EMBALAGEM TRUFA  NAPOLITANA 15X16CM CROMUS,1.0,0.0,1.1566666666666665,17.26730392472384
2024-02-01,ENFEITE DE MESA MUSIC MOVE MENINA C/6 JUNCO,1.0,0.0,2.8660266666666665,17.26730392472384
2024-02-01,ERVA DOCE 17G PANCADA,6.0,0.0,4.84,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE RUM 18ML MAGO ,5.0,0.0,5.16,17.26730392472384
2024-02-01,EMULSIFICANTE 100G ARCOLOR,1.0,0.0,10.94,17.26730392472384
2024-02-01,EMULSIFICANTE 200G MARVI,338.0,287.8283114137567,431.6,475.8546253429702
2024-02-01,EMULSIFICANTE 850G MARVI,11.0,0.0,5.82,17.26730392472384
2024-02-01,EMULSIFICANTE CHEF 100G ICEMIX,8.0,0.0,11.7,39.119440614325455
2024-02-01,EMULSIFICANTE CHEF 800G ICEMIX,3.0,0.0,3.0,17.26730392472384
2024-02-01,EMUSTAB EMULSIFICANTE E ESTABILIZANTE NEUTRO 1KG SELECTA,3.0,0.0,9.16,17.26730392472384
2024-02-01,EMUSTAB EMULSIFICANTE E ESTABILIZANTE NEUTRO 200G,24.0,0.0,21.12,20.007996332159426
2024-02-01,ESCAMAS CROCANTE CHOCOLATE 500G HARALD,165.0,0.0,109.32,95.96237343881468
2024-02-01,EMULSAO SABORIZANTE DE PISTACHE 18ML MAGO ,14.0,0.0,3.705,17.26730392472384
2024-02-01,ESPATULA P/CHOCOLATE GRANDE TRES TRIANGULOS,18.0,0.0,14.04,17.26730392472384
2024-02-01,ESPATULA PAO DURO MAGO,4.0,0.0,9.67816,17.26730392472384
2024-02-01,ESPATULA PRA PATE C/25 PLASTILANIA,12.0,0.0,21.90996,19.591315285319446
2024-02-01,ESPECIALIDADES BOMBONS 251G NESTLE,727.0,6062.673747247657,3861.34,2766.7148434522737
2024-02-01,ESPETINHO P/ PETISCOS BRANCO C/100 PLASTILANIA,3.0,0.0,25.9,17.26730392472384
2024-02-01,ESPETINHO P/ PETISCOS BRANCO C/50 PLASTILANIA,22.0,0.0,9.78,17.26730392472384
2024-02-01,ESPATULA GLACEIRA MAGO,9.0,0.0,10.46,17.26730392472384
2024-02-01,ESPATULA FACA MAGO,2.0,0.0,4.7,17.26730392472384
2024-02-01,ESPATULA EM SILICONE PEQUENA TRES TRIANGULOS,1.0,0.0,3.78,17.26730392472384
2024-02-01,ESPATULA DECORATIVA 14 LENI BLUESTARNET,4.0,0.0,2.61,17.26730392472384
2024-02-01,ESPATULA DECORATIVA 15 LENI BLUESTARNET,2.0,0.0,3.52,17.26730392472384
2024-02-01,ESPATULA DECORATIVA 2 LENI  BLUESTARNET,2.0,0.0,9.18,17.26730392472384
2024-02-01,ESPATULA DECORATIVA 5 LENI BLUESTARNET,2.0,0.0,1.7746800000000003,17.26730392472384
2024-02-01,ESPATULA EM SILICONE GRANDE TRES TRIANGULOS,1.0,0.0,2.4767799999999998,17.26730392472384
2024-02-01,ESPATULA DECORATIVA 1 LENI  BLUESTARNET,3.0,0.0,1.6666800000000002,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE MORANGO 18ML MAGO,8.0,0.0,5.2,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5CM SABORES PACOCA C/100 CROMUS,1.0,0.0,2.31,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16 CREME DE AVELA CROMUS,10.0,0.0,9.58,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM CANDY AZUL C/100 CROMUS,6.0,0.0,6.92,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM CANDY ROSA C/100 CROMUS,5.0,0.0,4.56,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM EU AMO CHOC CROMUS,6.0,0.0,12.24,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM GOSTOSURA BEIJINHO CROMUS,2.0,0.0,1.66,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM GOSTOSURA BRIGADEIRO CROMUS,8.0,0.0,11.74,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM GOSTOSURA COCO CROMUS,5.0,0.0,6.85764,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM GOSTOSURA LIMAO CROMUS,1.0,0.0,3.64,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM GOSTOSURA MARACUJA CROMUS,19.0,0.0,14.88,39.119440614325455
2024-02-01,EMBALAGEM TRUFA 15X16CM GOSTOSURA MORANGO CROMUS,14.0,0.0,5.56,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM GOSTOSURA TRADICIONAL OURO CROMUS,6.0,0.0,8.32,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM LISA CEREJA CROMUS,5.0,0.0,3.52,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM LISO BRANCO CROMUS,1.0,0.0,3.90678,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5CM FRUTAL BEIJINHO C/100 CROMUS,5.0,0.0,7.52,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5CM EMOCOES C/100 CROMUS,2.0,0.0,4.96,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 12X12.5CM  VERMELHO C/100 CROMUS,6.0,0.0,11.4,16.218798909753207
2024-02-01,EMBALAGEM TRUFA 12X12.5CM AMARELO CROMUS,7.0,0.0,17.46,17.66365649221949
2024-02-01,EMBALAGEM TRUFA 12X12.5CM AZUL CROMUS,2.0,0.0,4.52,17.26730392472384
2024-02-01,"EMBALAGEM TRUFA 14,5X15,5CM EU CURO MAU HUMOR CROMUS",5.0,0.0,5.04,17.26730392472384
2024-02-01,"EMBALAGEM TRUFA 14,5X15,5CM SABORES COCO CROMUS",18.0,0.0,9.3804,17.26730392472384
2024-02-01,"EMBALAGEM TRUFA 14,5X15,5CM VITAMINA C DE COCO CROMUS",5.0,0.0,4.15,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5 MARMORE MARROM C/100 CROMUS,1.0,0.0,4.3,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5CM AMARELO C/100 CROMUS,1.0,0.0,8.8,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5CM AZUL C/100 CROMUS,8.0,0.0,6.46,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5CM DELICIA CHOC BRANCO C/100 CROMUS,1.0,0.0,4.42,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5CM DOCE DE LEITE C/100 CROMUS,2.0,0.0,3.16,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 14.5X15.5CM DOIS AMORES CROMUS,2.0,0.0,5.8,17.26730392472384
2024-02-01,"EMBALAGEM TRUFA 14,5X15,5CM SUA DIETA QUE LUTE CROMUS",5.0,0.0,10.547240000000002,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM NOVA MORANGO CROMUS,7.0,0.0,9.74,17.26730392472384
2024-02-01,EMBALAGEM TRUFA SABORES LIMAO 14.5X15.5CM CROMUS,19.0,0.0,9.62,17.26730392472384
2024-02-01,"EMBALAGEM TRUFA SABORES MARACUJA 14,5X15,5CM CROMUS",13.0,0.0,25.08,21.93565512525938
2024-02-01,"EMBALAGEM TRUFA SABORES MORANGO 14,5X15,5CM CROMUS",8.0,0.0,11.16,17.26730392472384
2024-02-01,EMBALAGEM TRUFA TREND AZUL 15X16CM C/75 CROMUS,3.0,0.0,5.32,17.26730392472384
2024-02-01,EMBALAGEM TRUFA TRENDS ROSA 15X16CM C/75 CROMUS,3.0,0.0,4.84,17.26730392472384
2024-02-01,EMBALAGEM TRUFA VERMELHO 14.5X15.5CM CROMUS,9.0,0.0,14.62,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE BAUNILHA 18ML MAGO,33.0,0.0,22.1,17.66365649221949
2024-02-01,"EMBALAGEM TRUFA SABORES BRIGADEIRO 14,5X15,5CM CROMUS",13.0,0.0,19.44,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE ABACAXI 18ML MAGO,4.0,0.0,3.54,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE COCO 18ML MAGO,13.0,0.0,2.74,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE FRUTAS VERMELHAS 18ML MAGO,4.0,0.0,6.72,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE LEITE 18ML MAGO,2.0,0.0,6.053333333333334,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE LIMAO 18ML MAGO,2.0,0.0,4.42,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE MARACUJA 18ML MAGO,12.0,0.0,3.66,17.26730392472384
2024-02-01,EMULSAO SABORIZANTE DE AVELA 18ML MAGO ,10.0,0.0,5.92,17.26730392472384
2024-02-01,CORANTE SOFTGEL AZUL MARINHO 25G FAB,7.0,0.0,6.88,17.26730392472384
2024-02-01,EMBALAGEM TRUFA SABORES BISCOITO 15X16CM C/100 CROMUS,10.0,0.0,6.2,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM PETIT  CROMUS,5.0,0.0,13.14,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM SABORES CHOCO COCO CROMUS,6.0,0.0,2.75,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 15X16CM VAQUINHA CROMUS,34.0,0.0,15.26,19.591315285319446
2024-02-01,EMBALAGEM TRUFA 20X18CM AZUL CLARO C/100 CROMUS,3.0,0.0,3.0,17.26730392472384
2024-02-01,EMBALAGEM TRUFA 20X18CM VERMELHO C/100 CROMUS,1.0,0.0,5.6,17.26730392472384
2024-02-01,EMBALAGEM TRUFA ROSA 14.5X15.5CM CROMUS,12.0,0.0,8.36,17.26730392472384
2024-02-01,EMBALAGEM TRUFA CEREJA 14.5X15.5CM CROMUS,1.0,0.0,2.5780000000000003,17.26730392472384
2024-02-01,EMBALAGEM TRUFA COLORS 15X16CM CROMUS,17.0,0.0,9.12,17.26730392472384
2024-02-01,"EMBALAGEM TRUFA HOJE PODE TURQ/PTO 14,5X15,5 C/100 UN CROMUS",1.0,0.0,6.72,17.26730392472384
2024-02-01,EMBALAGEM TRUFA OURO 15X16CM CROMUS,24.0,0.0,11.42,17.26730392472384
2024-02-01,EMBALAGEM TRUFA PRATA 14.5X15.5CM CROMUS,1.0,0.0,8.44444,17.26730392472384
2024-02-01,EMBALAGEM TRUFA PRATA 20X18CM CROMUS,3.0,0.0,4.44,17.26730392472384
2024-02-01,EMBALAGEM TRUFA PROD VICIANTE VERM 15X16CM C/100 CROMUS,9.0,0.0,5.8,17.26730392472384
2024-02-01,EMBALAGEM TRUFA AZUL CLARO 14.5X15.5CM CROMUS,3.0,0.0,5.72,17.26730392472384
2024-02-01,CORANTE SOFTGEL AZUL BEBE 25G MIX,5.0,0.0,7.68,17.26730392472384
2024-02-01,EMB TRUFA 15X16CM STRESS C/100 CROMUS,9.0,0.0,2.58,17.26730392472384
2024-02-01,COFRINHO PLASTICO AMARELO MIRANDINHA,1.0,0.0,26.0,23.77992630790126
2024-02-01,COFRINHO PLASTICO AZUL BEBE MIRANDINHA,4.0,0.0,14.36,17.66365649221949
2024-02-01,COFRINHO PLASTICO AZUL ESCURO MIRANDINHA,11.0,0.0,75.92,28.051924940941145
2024-02-01,COFRINHO PLASTICO BRANCO MIRANDINHA,16.0,0.0,41.36,33.20489885077114
2024-02-01,COFRINHO PLASTICO LARANJA MIRANDINHA,9.0,0.0,23.2,17.26730392472384
2024-02-01,COFRINHO PLASTICO PRETO MIRANDINHA,4.0,0.0,28.48,19.194962717823795
2024-02-01,COLHER FAST FOOD BRANCO C/50 SAO JOAO,13.0,0.0,18.96,19.194962717823795
2024-02-01,COLHER FAST FOOD CRISTAL C/50 SAO JOAO,28.0,0.0,38.04,27.088629035089365
2024-02-01,COLHER FAST FOOD PRATA C/50 SAO JOAO,14.0,0.0,10.02,17.26730392472384
2024-02-01,COLHER FAST FOOD PRETO C/50 SAO JOAO,6.0,0.0,11.04,17.26730392472384
2024-02-01,COLHER LITTLE COFFEE BRANCA C/100 PRAFESTA,14.0,0.0,43.46,32.437543207859726
2024-02-01,COLHER LITTLE COFFEE CRISTAL C/100 PRAFESTA,30.0,0.0,30.82,17.26730392472384
2024-02-01,COLHER MASTER BRANCO C/50 PRAFESTA,12.0,0.0,13.38,17.66365649221949
2024-02-01,COLHER MASTER CRISTAL C/50 PRAFESTA,11.0,0.0,8.22,17.26730392472384
2024-02-01,COLHER PICCOLO AZUL C/100 PLASTILANIA,3.0,0.0,4.6,17.26730392472384
2024-02-01,COLHER PICCOLO CAFE C/100 PLASTILANIA,72.0,0.0,63.42,48.41920189098498
2024-02-01,COLHER PICCOLO LARANJA C/100 PLASTILANIA,10.0,0.0,6.44,17.26730392472384
2024-02-01,COLHER PICCOLO PRETA C/100 PLASTILANIA,12.0,0.0,11.22,17.26730392472384
2024-02-01,COLHER PICCOLO ROSA C/100 PLASTILANIA,13.0,0.0,20.583099999999998,19.194962717823795
2024-02-01,COLHER PICCOLO ROXO C/100 PLASTILANIA,6.0,0.0,5.78,17.26730392472384
2024-02-01,COFRINHO PLASTICO ROSA BEBE MIRANDINHA,40.0,0.0,30.28,25.31123253350556
2024-02-01,COFRINHO PLASTICO VERMELHO MIRANDINHA,36.0,0.0,22.5,19.591315285319446
2024-02-01,COLA ALIMENTICIA 25G ICEBERG,3.0,0.0,1.5786666666666667,17.26730392472384
2024-02-01,COLA DE SILICONE BASTAO GROSSO C/3 SERTIC,45.0,0.0,43.96,36.626154230441536
2024-02-01,COLA KOKOTINHA 250ML FORS,27.0,0.0,64.06,62.24887615204594
2024-02-01,COLA QUENTE BASTAO SUPER TRANSP FINA 1 KG SERTIC,61.0,0.0,40.28,41.6656832649712
2024-02-01,COFRINHO PLASTICO PINK MIRANDINHA,8.0,0.0,31.44,25.16097024198941
2024-02-01,COLHER PICCOLO VERDE ESCURO C/100 PLASTILANIA,2.0,0.0,6.16,17.26730392472384
2024-02-01,COBERTURA A BASE ACUCAR P/ DOCES 500G MAVALERIO,13.0,0.0,2.84,17.26730392472384
2024-02-01,COBERTURA AO LEITE SUPREME 1.01KG,96.0,0.0,59.88,20.007996332159426
2024-02-01,COBERTURA BLEND BARRA 1.01KG NORCAU,32.0,0.0,33.9,19.194962717823795
2024-02-01,COBERTURA BLEND MAIS BARRA 1.01KG SICAO,31.0,0.0,69.34,43.82641373642066
2024-02-01,COBERTURA CARAMELO 1.3KG SELECTA,4.0,0.0,9.28,17.26730392472384
2024-02-01,COBERTURA CHOC MARFIM 1KG NESTLE,83.0,0.0,61.52,40.89832762205978
2024-02-01,COBERTURA DE MORANGO C/SEMENTE 1.01KG BOM PRINCIPIO,2.0,0.0,9.6,17.26730392472384
2024-02-01,COBERT TOP MEIO AMARGO GOTAS 2.05KG HARALD,38.0,0.0,34.31492,42.30293207530322
2024-02-01,COBERT P/SORVETE CHOCOLATE 1.1KG MARVI,220.0,10.104681923029204,214.68,167.72444932727882
2024-02-01,COBERT P/SORVETE KIWI 1.3KG MARVI,2.0,0.0,2.2049999999999996,17.26730392472384
2024-02-01,COBERT P/SORVETE MORANGO 1.3KG MARVI,154.0,0.0,139.4,125.12970501584624
2024-02-01,COBERT PREMIUM AO LEITE 1.01KG NORCAU,50.0,0.0,450.12,517.9892822867814
2024-02-01,COBERT PREMIUM BRANCO 1.01KG NORCAU,86.0,0.0,225.2,295.5656007033146
2024-02-01,COBERT PREMIUM GOTAS MEIO AMARGO 1.01KG NORCAU,26.0,0.0,61.28,35.88213571862028
2024-02-01,COBERT PREMIUM MEIO AMARGO 1.01KG NORCAU,41.0,52.13045817719501,124.12,212.1584653416202
2024-02-01,COBERT RASPAR E COBRIR BRANCA 2.1KG HARALD,6.0,0.0,6.88,17.26730392472384
2024-02-01,COBERT RASPAR E COBRIR MEIO AMARGO 2.1KG HARALD,4.0,0.0,10.26,17.26730392472384
2024-02-01,COBERT TOP AO LEITE 1.01KG HARALD,1217.0,639.9494393575426,676.8,833.1547864030343
2024-02-01,COBERT TOP AO LEITE GOTAS 1.01KG HARALD,107.0,0.0,1202.44,288.6245665348751
2024-02-01,COBERT TOP AO LEITE GOTAS 2.05KG HARALD,145.0,0.0,66.84,56.13260633636418
2024-02-01,COBERT TOP BLEND 1.01KG HARALD,415.0,195.39539718409674,400.92,384.27645333245675
2024-02-01,COBERT TOP BLEND GOTAS 1.01KG HARALD,65.0,0.0,84.38,60.11336446368314
2024-02-01,COBERT TOP BLEND GOTAS 2.05KG HARALD,93.0,0.0,120.08,65.33892436069668
2024-02-01,COBERT TOP BRANCO 1.01KG HARALD,222.0,110.72401670507708,281.46,289.0326309557148
2024-02-01,COBERT TOP BRANCO GOTAS 1.01KG HARALD,60.0,0.0,91.48,66.1062800036081
2024-02-01,COBERT TOP M AMARGO GOTAS 1.01KG HARALD,56.0,0.0,56.6,38.55381302354149
2024-02-01,COBERT TOP MEIO AMARGO 1.01KG HARALD,205.0,18.31502306516788,232.2,192.84357929126327
2024-02-01,COBERTURA MEIO AMARGO SUPREME 1.01KG MIX,55.0,0.0,34.04,25.16097024198941
