"LOJA";"CODIGO";"PRODUTO";"DEPARTAMENTO";"QUANTIDADE";"MES"
"4";"623025";"VELA PICK ROSA NUMERO 1 SILVER PLASTIC";"FESTA";"3";"2022-11"
"1";"623032";"VELA PICK ROSA NUMERO 2 SILVER PLASTIC";"FESTA";"3";"2022-11"
"4";"623032";"VELA PICK ROSA NUMERO 2 SILVER PLASTIC";"FESTA";"6";"2022-11"
"4";"623049";"VELA PICK ROSA NUMERO 3 SILVER PLASTIC";"FESTA";"5";"2022-11"
"1";"623049";"VELA PICK ROSA NUMERO 3 SILVER PLASTIC";"FESTA";"3";"2022-11"
"1";"623056";"VELA PICK ROSA NUMERO 4 SILVER PLASTIC";"FESTA";"3";"2022-11"
"4";"623056";"VELA PICK ROSA NUMERO 4 SILVER PLASTIC";"FESTA";"6";"2022-11"
"4";"623063";"VELA PICK ROSA NUMERO 5 SILVER PLASTIC";"FESTA";"1";"2022-11"
"7";"623063";"VELA PICK ROSA NUMERO 5 SILVER PLASTIC";"FESTA";"1";"2022-11"
"1";"623063";"VELA PICK ROSA NUMERO 5 SILVER PLASTIC";"FESTA";"2";"2022-11"
"4";"623070";"VELA PICK ROSA NUMERO 6 SILVER PLASTIC";"FESTA";"2";"2022-11"
"1";"623070";"VELA PICK ROSA NUMERO 6 SILVER PLASTIC";"FESTA";"2";"2022-11"
"4";"623087";"VELA PICK ROSA NUMERO 7 SILVER PLASTIC";"FESTA";"1";"2022-11"
"1";"623087";"VELA PICK ROSA NUMERO 7 SILVER PLASTIC";"FESTA";"3";"2022-11"
"1";"623094";"VELA PICK ROSA NUMERO 8 SILVER PLASTIC";"FESTA";"1";"2022-11"
"4";"623094";"VELA PICK ROSA NUMERO 8 SILVER PLASTIC";"FESTA";"1";"2022-11"
"1";"623100";"VELA PICK ROSA NUMERO 9 SILVER PLASTIC";"FESTA";"2";"2022-11"
"4";"623100";"VELA PICK ROSA NUMERO 9 SILVER PLASTIC";"FESTA";"1";"2022-11"
"4";"622790";"VELA PICK ROSE NUMERO 0 SILVER PLASTIC";"FESTA";"1";"2022-11"
"1";"622790";"VELA PICK ROSE NUMERO 0 SILVER PLASTIC";"FESTA";"5";"2022-11"
"7";"622806";"VELA PICK ROSE NUMERO 1 SILVER PLASTIC";"FESTA";"8";"2022-11"
"1";"622806";"VELA PICK ROSE NUMERO 1 SILVER PLASTIC";"FESTA";"11";"2022-11"
"4";"622806";"VELA PICK ROSE NUMERO 1 SILVER PLASTIC";"FESTA";"5";"2022-11"
"7";"622813";"VELA PICK ROSE NUMERO 2 SILVER PLASTIC";"FESTA";"4";"2022-11"
"1";"622813";"VELA PICK ROSE NUMERO 2 SILVER PLASTIC";"FESTA";"11";"2022-11"
"4";"622813";"VELA PICK ROSE NUMERO 2 SILVER PLASTIC";"FESTA";"2";"2022-11"
"4";"622820";"VELA PICK ROSE NUMERO 3 SILVER PLASTIC";"FESTA";"2";"2022-11"
"1";"622820";"VELA PICK ROSE NUMERO 3 SILVER PLASTIC";"FESTA";"11";"2022-11"
"7";"622820";"VELA PICK ROSE NUMERO 3 SILVER PLASTIC";"FESTA";"7";"2022-11"
"7";"622837";"VELA PICK ROSE NUMERO 4 SILVER PLASTIC";"FESTA";"2";"2022-11"
"1";"622837";"VELA PICK ROSE NUMERO 4 SILVER PLASTIC";"FESTA";"3";"2022-11"
"4";"622837";"VELA PICK ROSE NUMERO 4 SILVER PLASTIC";"FESTA";"4";"2022-11"
"1";"622844";"VELA PICK ROSE NUMERO 5 SILVER PLASTIC";"FESTA";"1";"2022-11"
"1";"622851";"VELA PICK ROSE NUMERO 6 SILVER PLASTIC";"FESTA";"7";"2022-11"
"1";"622868";"VELA PICK ROSE NUMERO 7 SILVER PLASTIC";"FESTA";"3";"2022-11"
"4";"622868";"VELA PICK ROSE NUMERO 7 SILVER PLASTIC";"FESTA";"2";"2022-11"
"4";"622875";"VELA PICK ROSE NUMERO 8 SILVER PLASTIC";"FESTA";"2";"2022-11"
"1";"622875";"VELA PICK ROSE NUMERO 8 SILVER PLASTIC";"FESTA";"4";"2022-11"
"7";"622875";"VELA PICK ROSE NUMERO 8 SILVER PLASTIC";"FESTA";"1";"2022-11"
"1";"622882";"VELA PICK ROSE NUMERO 9 SILVER PLASTIC";"FESTA";"2";"2022-11"
"7";"622882";"VELA PICK ROSE NUMERO 9 SILVER PLASTIC";"FESTA";"2";"2022-11"
"5";"598026";"VELA PLANA ADES PEPPA PIG CLASSICA REGINA";"FESTA";"1";"2022-11"
"5";"589239";"VELA PLANA ADESIVADA ENCANTO DML";"FESTA";"2";"2022-11"
"5";"596992";"VELA PLANA ADESIVADA FESTA FAZENDINHA REGINA";"FESTA";"1";"2022-11"
"1";"116237";"VELA PLANA AVENGERS REGINA";"FESTA";"1";"2022-11"
"1";"116268";"VELA PLANA BATMAN FESTCOLOR";"FESTA";"1";"2022-11"
"1";"474504";"VELA PLANA C/01 ARIEL SEREISMO REGINA";"FESTA";"1";"2022-11"
"5";"592819";"VELA PLANA DINO BABY FESTCOLOR";"FESTA";"1";"2022-11"
"4";"592819";"VELA PLANA DINO BABY FESTCOLOR";"FESTA";"2";"2022-11"
"4";"394932";"VELA PLANA JURASSIC WORLD 2 FESTCOLOR";"FESTA";"1";"2022-11"
"4";"330534";"VELA PLANA MASHA E O URSO REGINA";"FESTA";"1";"2022-11"
"4";"116176";"VELA PLANA MINNIE REGINA";"FESTA";"1";"2022-11"
"1";"493116";"VELA PLANA MULHER MARAVILHA FESTCOLOR";"FESTA";"1";"2022-11"
"4";"493116";"VELA PLANA MULHER MARAVILHA FESTCOLOR";"FESTA";"1";"2022-11"
"1";"576833";"VELA PLANA NARUTO FESTCOLOR";"FESTA";"1";"2022-11"
"4";"576833";"VELA PLANA NARUTO FESTCOLOR";"FESTA";"1";"2022-11"
"5";"576833";"VELA PLANA NARUTO FESTCOLOR";"FESTA";"2";"2022-11"
"5";"385589";"VELA PLANA PJ MASKS REGINA";"FESTA";"1";"2022-11"
"4";"116343";"VELA PLANA PRINCESAS REGINA";"FESTA";"1";"2022-11"
"4";"116459";"VELA PLANA SPIDERMAN REGINA";"FESTA";"1";"2022-11"
"1";"352994";"VELA PLANA UNICORNIO FESTCOLOR";"FESTA";"2";"2022-11"
"4";"352994";"VELA PLANA UNICORNIO FESTCOLOR";"FESTA";"1";"2022-11"
"1";"620000";"VELA PRINCESA BELA SILVER PLASTIC";"FESTA";"1";"2022-11"
"1";"600583";"VELA PURO GLITTER AZUL N3 FESTCOLOR ";"FESTA";"3";"2022-11"
"1";"600590";"VELA PURO GLITTER AZUL N4 FESTCOLOR ";"FESTA";"1";"2022-11"
"1";"600606";"VELA PURO GLITTER AZUL N6 FESTCOLOR ";"FESTA";"7";"2022-11"
"1";"600613";"VELA PURO GLITTER AZUL N7 FESTCOLOR ";"FESTA";"1";"2022-11"
"1";"600620";"VELA PURO GLITTER AZUL N8 FESTCOLOR ";"FESTA";"2";"2022-11"
"1";"600637";"VELA PURO GLITTER AZUL N9 FESTCOLOR ";"FESTA";"1";"2022-11"
"7";"598620";"VELA PURO GLITTER DOURADA N0 FESTCOLOR ";"FESTA";"1";"2022-11"
"1";"598620";"VELA PURO GLITTER DOURADA N0 FESTCOLOR ";"FESTA";"5";"2022-11"
"7";"598637";"VELA PURO GLITTER DOURADA N1 FESTCOLOR ";"FESTA";"4";"2022-11"
"7";"593847";"VELA PURO GLITTER DOURADA N2 FESTCOLOR ";"FESTA";"3";"2022-11"
"1";"593847";"VELA PURO GLITTER DOURADA N2 FESTCOLOR ";"FESTA";"1";"2022-11"
"7";"598651";"VELA PURO GLITTER DOURADA N4 FESTCOLOR ";"FESTA";"1";"2022-11"
"1";"598682";"VELA PURO GLITTER DOURADA N5 FESTCOLOR ";"FESTA";"1";"2022-11"
"7";"598682";"VELA PURO GLITTER DOURADA N5 FESTCOLOR ";"FESTA";"3";"2022-11"
"7";"598699";"VELA PURO GLITTER DOURADA N6 FESTCOLOR ";"FESTA";"1";"2022-11"
"7";"598712";"VELA PURO GLITTER DOURADA N8 FESTCOLOR ";"FESTA";"3";"2022-11"
"7";"598729";"VELA PURO GLITTER DOURADA N9 FESTCOLOR ";"FESTA";"1";"2022-11"
"1";"598729";"VELA PURO GLITTER DOURADA N9 FESTCOLOR ";"FESTA";"2";"2022-11"
"7";"620628";"VELA PURO GLITTER DOURADO N3 FESTCOLOR";"FESTA";"1";"2022-11"
"7";"598736";"VELA PURO GLITTER ROSE GOLD N? FESTCOLOR ";"FESTA";"2";"2022-11"
"7";"598743";"VELA PURO GLITTER ROSE GOLD N0 FESTCOLOR ";"FESTA";"6";"2022-11"
"7";"598774";"VELA PURO GLITTER ROSE GOLD N2 FESTCOLOR ";"FESTA";"3";"2022-11"
"7";"598781";"VELA PURO GLITTER ROSE GOLD N4 FESTCOLOR ";"FESTA";"2";"2022-11"
"7";"598798";"VELA PURO GLITTER ROSE GOLD N5 FESTCOLOR ";"FESTA";"6";"2022-11"
"7";"598804";"VELA PURO GLITTER ROSE GOLD N6 FESTCOLOR ";"FESTA";"3";"2022-11"
"7";"598811";"VELA PURO GLITTER ROSE GOLD N7 FESTCOLOR ";"FESTA";"3";"2022-11"
"7";"598828";"VELA PURO GLITTER ROSE GOLD N8 FESTCOLOR ";"FESTA";"3";"2022-11"
"1";"593861";"VELA PURO GLITTER VERMELHA N0 FESTCOLOR ";"FESTA";"2";"2022-11"
"1";"593878";"VELA PURO GLITTER VERMELHA N1 FESTCOLOR ";"FESTA";"2";"2022-11"
"1";"593885";"VELA PURO GLITTER VERMELHA N2 FESTCOLOR ";"FESTA";"2";"2022-11"
"1";"593892";"VELA PURO GLITTER VERMELHA N3 FESTCOLOR ";"FESTA";"5";"2022-11"
"1";"593915";"VELA PURO GLITTER VERMELHA N5 FESTCOLOR ";"FESTA";"1";"2022-11"
"1";"593922";"VELA PURO GLITTER VERMELHA N6 FESTCOLOR ";"FESTA";"2";"2022-11"
"1";"593939";"VELA PURO GLITTER VERMELHA N7 FESTCOLOR ";"FESTA";"3";"2022-11"
"1";"593946";"VELA PURO GLITTER VERMELHA N8 FESTCOLOR ";"FESTA";"1";"2022-11"
"4";"116503";"VELA SAO PAULO FESTCOLOR";"FESTA";"1";"2022-11"
"4";"256810";"VELA SPARKLERS NUMERO JUPITER";"FESTA";"1";"2022-11"
"1";"256810";"VELA SPARKLERS NUMERO JUPITER";"FESTA";"3";"2022-11"
"4";"256803";"VELA SPARKLERS 30CM JUPITER";"FESTA";"2";"2022-11"
"5";"256803";"VELA SPARKLERS 30CM JUPITER";"FESTA";"6";"2022-11"
"1";"256803";"VELA SPARKLERS 30CM JUPITER";"FESTA";"3";"2022-11"
"5";"256797";"VELA SPARKLERS 45CM JUPITER";"FESTA";"8";"2022-11"
"1";"256797";"VELA SPARKLERS 45CM JUPITER";"FESTA";"2";"2022-11"
"4";"94108";"VELA SUPER GLITER AZUL N°3 REGINA";"FESTA";"1";"2022-11"
"4";"94139";"VELA SUPER GLITER AZUL N6 REGINA";"FESTA";"1";"2022-11"
"4";"93972";"VELA SUPER GLITER BRANCA N°9  REGINA";"FESTA";"1";"2022-11"
"4";"93880";"VELA SUPER GLITER ROSA N1 REGINA";"FESTA";"1";"2022-11"
"4";"94047";"VELA SUPER GLITTER BRANCA N°2 REGINA";"FESTA";"2";"2022-11"
"1";"621847";"VELA TUBO DOURADA SILVER PLASTIC ";"FESTA";"1";"2022-11"
"4";"621847";"VELA TUBO DOURADA SILVER PLASTIC ";"FESTA";"3";"2022-11"
"4";"621830";"VELA TUBO NEON SILVER PLASTIC ";"FESTA";"2";"2022-11"
"1";"621830";"VELA TUBO NEON SILVER PLASTIC ";"FESTA";"8";"2022-11"
"1";"621861";"VELA TUBO ROSE SILVER PLASTIC ";"FESTA";"2";"2022-11"
"4";"621861";"VELA TUBO ROSE SILVER PLASTIC ";"FESTA";"2";"2022-11"
"4";"508513";"VELA VULCAO AZUL FESTCOLOR";"FESTA";"9";"2022-11"
"1";"508513";"VELA VULCAO AZUL FESTCOLOR";"FESTA";"16";"2022-11"
"7";"508513";"VELA VULCAO AZUL FESTCOLOR";"FESTA";"11";"2022-11"
"1";"575775";"VELA VULCAO CHA REVELACAO AZUL SILVER PLASTIC ";"FESTA";"1";"2022-11"
"1";"508582";"VELA VULCAO CHA REVELACAO MENINA FESTCOLOR";"FESTA";"1";"2022-11"
"4";"508582";"VELA VULCAO CHA REVELACAO MENINA FESTCOLOR";"FESTA";"1";"2022-11"
"1";"508575";"VELA VULCAO CHA REVELACAO MENINO FESTCOLOR";"FESTA";"1";"2022-11"
"4";"508575";"VELA VULCAO CHA REVELACAO MENINO FESTCOLOR";"FESTA";"1";"2022-11"
"5";"508575";"VELA VULCAO CHA REVELACAO MENINO FESTCOLOR";"FESTA";"1";"2022-11"
"7";"508520";"VELA VULCAO OURO FESTCOLOR";"FESTA";"9";"2022-11"
"4";"508520";"VELA VULCAO OURO FESTCOLOR";"FESTA";"16";"2022-11"
"4";"508537";"VELA VULCAO PRATA FESTCOLOR";"FESTA";"8";"2022-11"
"1";"508537";"VELA VULCAO PRATA FESTCOLOR";"FESTA";"1";"2022-11"
"7";"508537";"VELA VULCAO PRATA FESTCOLOR";"FESTA";"10";"2022-11"
"4";"508544";"VELA VULCAO ROSA FESTCOLOR";"FESTA";"10";"2022-11"
"7";"508544";"VELA VULCAO ROSA FESTCOLOR";"FESTA";"7";"2022-11"
"1";"508551";"VELA VULCAO VERDE FESTCOLOR";"FESTA";"1";"2022-11"
"4";"508551";"VELA VULCAO VERDE FESTCOLOR";"FESTA";"12";"2022-11"
"7";"508551";"VELA VULCAO VERDE FESTCOLOR";"FESTA";"10";"2022-11"
"4";"508568";"VELA VULCAO VERMELHA FESTCOLOR";"FESTA";"9";"2022-11"
"1";"508568";"VELA VULCAO VERMELHA FESTCOLOR";"FESTA";"1";"2022-11"
"7";"508568";"VELA VULCAO VERMELHA FESTCOLOR";"FESTA";"6";"2022-11"
"1";"563468";"VINHO AURORA P.BAND 750ML BCO CHARDON";"BEBIDA";"1";"2022-11"
"4";"589499";"VINHO BORDO SECO 375ML COLHEITA";"BEBIDA";"1";"2022-11"
"4";"506328";"VINHO BORDO SUAVE 375ML";"BEBIDA";"1";"2022-11"
"1";"506328";"VINHO BORDO SUAVE 375ML";"BEBIDA";"60";"2022-11"
"1";"530750";"VINHO COUNTRY WINE TINTO SECO 750ML AURORA";"BEBIDA";"1";"2022-11"
"1";"527910";"VINHO FRISANTE MOSCATO BRANCO SUAVE 250ML MONTE PASCHOAL";"BEBIDA";"1";"2022-11"
"1";"527811";"VINHO FRISANTE MOSCATO BRANCO SUAVE 750ML MONTE PASCHOAL";"BEBIDA";"2";"2022-11"
"1";"527927";"VINHO FRISANTE MOSCATO ROSE SUAVE 250ML MONTE PASCHOAL";"BEBIDA";"3";"2022-11"
"1";"530576";"VINHO RESERVA BRANCO CHARDONNAY 750ML  AURORA";"BEBIDA";"1";"2022-11"
"1";"559201";"VINHO RESERVA ROSE PINOT NOIR 750ML MONTE PASCHOL";"BEBIDA";"2";"2022-11"
"1";"530590";"VINHO RESERVA TINTO CABE SAUVIGNON 750ML AURORA";"BEBIDA";"1";"2022-11"
"1";"559324";"VINHO ROSE 750ML SANTA ALBA WINEMAKER SELECTION";"BEBIDA";"2";"2022-11"
"7";"601146";"VINHO TINTO SUAVE 250ML QUINTA DO MORGATO";"BEBIDA";"1";"2022-11"
"5";"601146";"VINHO TINTO SUAVE 250ML QUINTA DO MORGATO";"BEBIDA";"1";"2022-11"
"5";"310260";"VINHO TINTO SUAVE 375ML MONTE REALE";"BEBIDA";"12";"2022-11"
"7";"310260";"VINHO TINTO SUAVE 375ML MONTE REALE";"BEBIDA";"4";"2022-11"
"1";"310260";"VINHO TINTO SUAVE 375ML MONTE REALE";"BEBIDA";"6";"2022-11"
"4";"310260";"VINHO TINTO SUAVE 375ML MONTE REALE";"BEBIDA";"4";"2022-11"
"1";"89630";"VINHO TINTO SUAVE 750ML MIORANZA";"BEBIDA";"6";"2022-11"
"4";"89630";"VINHO TINTO SUAVE 750ML MIORANZA";"BEBIDA";"1";"2022-11"
"1";"530668";"VINHO VARIETAL TINTO MERLOT 750ML AURORA";"BEBIDA";"1";"2022-11"
"1";"527804";"VINHO VIRTUS TANNAT 750ML MONTE PASCHOAL";"BEBIDA";"2";"2022-11"
"4";"618755";"VISEIRA EVA C/GLITTER COPA ";"PRODUTOS DE EPOCAS";"2";"2022-11"
"1";"618755";"VISEIRA EVA C/GLITTER COPA ";"PRODUTOS DE EPOCAS";"2";"2022-11"
"5";"53686";"WAFER KIT KAT 24X41.5G NESTLE";"BOMBONIERE";"144";"2022-11"
"4";"53686";"WAFER KIT KAT 24X41.5G NESTLE";"BOMBONIERE";"5";"2022-11"
"1";"53686";"WAFER KIT KAT 24X41.5G NESTLE";"BOMBONIERE";"19";"2022-11"
"1";"346993";"WAFER KIT KAT 41.5G NESTLE";"BOMBONIERE";"521";"2022-11"
"5";"346993";"WAFER KIT KAT 41.5G NESTLE";"BOMBONIERE";"407";"2022-11"
"4";"346993";"WAFER KIT KAT 41.5G NESTLE";"BOMBONIERE";"361";"2022-11"
"7";"346993";"WAFER KIT KAT 41.5G NESTLE";"BOMBONIERE";"747";"2022-11"
"1";"352499";"WAFER KITKAT DARK 41.5G NESTLE";"BOMBONIERE";"1";"2022-11"
"4";"352499";"WAFER KITKAT DARK 41.5G NESTLE";"BOMBONIERE";"1";"2022-11"
"5";"412414";"WAFER MINI TRENTO BRANCO 16G PECCIN";"BOMBONIERE";"24";"2022-11"
"1";"412414";"WAFER MINI TRENTO BRANCO 16G PECCIN";"BOMBONIERE";"28";"2022-11"
"4";"412414";"WAFER MINI TRENTO BRANCO 16G PECCIN";"BOMBONIERE";"145";"2022-11"
"7";"412414";"WAFER MINI TRENTO BRANCO 16G PECCIN";"BOMBONIERE";"46";"2022-11"
"1";"462655";"WAFER MINI TRENTO BRANCO 800G PECCIN";"BOMBONIERE";"1";"2022-11"
"4";"462655";"WAFER MINI TRENTO BRANCO 800G PECCIN";"BOMBONIERE";"4";"2022-11"
"4";"524179";"WAFER MINI TRENTO CHOCOLATE BRANCO 256G PECCIN";"BOMBONIERE";"26";"2022-11"
"1";"524179";"WAFER MINI TRENTO CHOCOLATE BRANCO 256G PECCIN";"BOMBONIERE";"13";"2022-11"
"5";"524179";"WAFER MINI TRENTO CHOCOLATE BRANCO 256G PECCIN";"BOMBONIERE";"22";"2022-11"
"7";"524179";"WAFER MINI TRENTO CHOCOLATE BRANCO 256G PECCIN";"BOMBONIERE";"21";"2022-11"
"4";"512435";"WAFER MINI TRENTO CHOCOLATE DARK 800G PECCIN";"BOMBONIERE";"7";"2022-11"
"1";"512435";"WAFER MINI TRENTO CHOCOLATE DARK 800G PECCIN";"BOMBONIERE";"16";"2022-11"
"7";"512435";"WAFER MINI TRENTO CHOCOLATE DARK 800G PECCIN";"BOMBONIERE";"6";"2022-11"
"5";"512435";"WAFER MINI TRENTO CHOCOLATE DARK 800G PECCIN";"BOMBONIERE";"2";"2022-11"
"1";"412377";"WAFER MINI TRENTO CHOCOLATE 16G PECCIN";"BOMBONIERE";"50";"2022-11"
"4";"412377";"WAFER MINI TRENTO CHOCOLATE 16G PECCIN";"BOMBONIERE";"369";"2022-11"
"5";"412377";"WAFER MINI TRENTO CHOCOLATE 16G PECCIN";"BOMBONIERE";"42";"2022-11"
"7";"412377";"WAFER MINI TRENTO CHOCOLATE 16G PECCIN";"BOMBONIERE";"81";"2022-11"
"4";"524407";"WAFER MINI TRENTO CHOCOLATE 256G PECCIN";"BOMBONIERE";"32";"2022-11"
"1";"524407";"WAFER MINI TRENTO CHOCOLATE 256G PECCIN";"BOMBONIERE";"13";"2022-11"
"5";"524407";"WAFER MINI TRENTO CHOCOLATE 256G PECCIN";"BOMBONIERE";"15";"2022-11"
"7";"524407";"WAFER MINI TRENTO CHOCOLATE 256G PECCIN";"BOMBONIERE";"15";"2022-11"
"5";"462709";"WAFER MINI TRENTO CHOCOLATE 800G PECCIN";"BOMBONIERE";"7";"2022-11"
"1";"462709";"WAFER MINI TRENTO CHOCOLATE 800G PECCIN";"BOMBONIERE";"13";"2022-11"
"4";"462709";"WAFER MINI TRENTO CHOCOLATE 800G PECCIN";"BOMBONIERE";"14";"2022-11"
"7";"412391";"WAFER MINI TRENTO DARK 16G PECCIN";"BOMBONIERE";"30";"2022-11"
"5";"412391";"WAFER MINI TRENTO DARK 16G PECCIN";"BOMBONIERE";"12";"2022-11"
"4";"412391";"WAFER MINI TRENTO DARK 16G PECCIN";"BOMBONIERE";"160";"2022-11"
"4";"524414";"WAFER MINI TRENTO DARK 256G PECCIN";"BOMBONIERE";"2";"2022-11"
"5";"524414";"WAFER MINI TRENTO DARK 256G PECCIN";"BOMBONIERE";"1";"2022-11"
"1";"589819";"WAFER MINI TRENTO MOMENTOS SOBREMESAS 144G PECCIN";"BOMBONIERE";"9";"2022-11"
"7";"589819";"WAFER MINI TRENTO MOMENTOS SOBREMESAS 144G PECCIN";"BOMBONIERE";"6";"2022-11"
"7";"589826";"WAFER MINI TRENTO POUCH SOBREMESAS 192G PECCIN";"BOMBONIERE";"12";"2022-11"
"5";"546744";"WAFER MINI TRENTO SOBREMESAS 800G PECCIN";"BOMBONIERE";"3";"2022-11"
"4";"546744";"WAFER MINI TRENTO SOBREMESAS 800G PECCIN";"BOMBONIERE";"5";"2022-11"
"1";"546744";"WAFER MINI TRENTO SOBREMESAS 800G PECCIN";"BOMBONIERE";"4";"2022-11"
"7";"557511";"WAFER RECHEIO MORANGO CHOC BRC 102G HERSHEYS";"BOMBONIERE";"10";"2022-11"
"4";"450782";"WAFER TRENTO ALLEGRO CHOC C/AMENDOIM BRANCO 416G PECCIN";"BOMBONIERE";"3";"2022-11"
"7";"423663";"WAFER TRENTO ALLEGRO CHOC C/AMENDOIM 26G PECCIN";"BOMBONIERE";"7";"2022-11"
"1";"423670";"WAFER TRENTO ALLEGRO CHOC C/AMENDOIM 416G PECCIN";"BOMBONIERE";"3";"2022-11"
"7";"450751";"WAFER TRENTO ALLEGRO CHOC DARK C/AMENDOIM 26G PECCIN";"BOMBONIERE";"25";"2022-11"
"7";"589727";"WAFER TRENTO BITES AO LEITE STAND UP PUCH 120G PECCIN";"BOMBONIERE";"5";"2022-11"
"1";"589741";"WAFER TRENTO BITES AVELA AO LEITE STAND UP PUCH 120G PECCIN";"BOMBONIERE";"8";"2022-11"
"7";"589741";"WAFER TRENTO BITES AVELA AO LEITE STAND UP PUCH 120G PECCIN";"BOMBONIERE";"2";"2022-11"
"4";"591355";"WAFER TRENTO BITES AVELA AO LEITE 40G PECCIN";"BOMBONIERE";"13";"2022-11"
"1";"591355";"WAFER TRENTO BITES AVELA AO LEITE 40G PECCIN";"BOMBONIERE";"19";"2022-11"
"1";"589703";"WAFER TRENTO BITES AVELA AO LEITE 480G PECCIN";"BOMBONIERE";"3";"2022-11"
"4";"589703";"WAFER TRENTO BITES AVELA AO LEITE 480G PECCIN";"BOMBONIERE";"1";"2022-11"
"7";"594677";"WAFER TRENTO BITES AVELA DUO 40G PECCIN";"BOMBONIERE";"17";"2022-11"
"5";"594677";"WAFER TRENTO BITES AVELA DUO 40G PECCIN";"BOMBONIERE";"20";"2022-11"
"7";"589710";"WAFER TRENTO BITES BRANCO DARK STAND UP PUCH 120G PECCIN";"BOMBONIERE";"6";"2022-11"
"7";"423748";"WAFER TRENTO BITES BRANCO DARK 40G PECCIN";"BOMBONIERE";"32";"2022-11"
"4";"423748";"WAFER TRENTO BITES BRANCO DARK 40G PECCIN";"BOMBONIERE";"3";"2022-11"
"1";"423748";"WAFER TRENTO BITES BRANCO DARK 40G PECCIN";"BOMBONIERE";"27";"2022-11"
"5";"423748";"WAFER TRENTO BITES BRANCO DARK 40G PECCIN";"BOMBONIERE";"51";"2022-11"
"7";"423755";"WAFER TRENTO BITES BRANCO DARK 480G PECCIN";"BOMBONIERE";"2";"2022-11"
"5";"423755";"WAFER TRENTO BITES BRANCO DARK 480G PECCIN";"BOMBONIERE";"1";"2022-11"
"4";"423755";"WAFER TRENTO BITES BRANCO DARK 480G PECCIN";"BOMBONIERE";"1";"2022-11"
"1";"423755";"WAFER TRENTO BITES BRANCO DARK 480G PECCIN";"BOMBONIERE";"3";"2022-11"
"1";"78801";"WAFER TRENTO BITES CHOCOLATE 40G PECCIN";"BOMBONIERE";"44";"2022-11"
"4";"78801";"WAFER TRENTO BITES CHOCOLATE 40G PECCIN";"BOMBONIERE";"10";"2022-11"
"5";"78801";"WAFER TRENTO BITES CHOCOLATE 40G PECCIN";"BOMBONIERE";"53";"2022-11"
"1";"78795";"WAFER TRENTO BITES CHOCOLATE 480G PECCIN";"BOMBONIERE";"7";"2022-11"
"5";"78795";"WAFER TRENTO BITES CHOCOLATE 480G PECCIN";"BOMBONIERE";"4";"2022-11"
"7";"373623";"WAFER TRENTO BITES DARK 40G PECCIN";"BOMBONIERE";"30";"2022-11"
"4";"373623";"WAFER TRENTO BITES DARK 40G PECCIN";"BOMBONIERE";"1";"2022-11"
"5";"373623";"WAFER TRENTO BITES DARK 40G PECCIN";"BOMBONIERE";"45";"2022-11"
"1";"373623";"WAFER TRENTO BITES DARK 40G PECCIN";"BOMBONIERE";"1";"2022-11"
"4";"373630";"WAFER TRENTO BITES DARK 480G PECCIN";"BOMBONIERE";"1";"2022-11"
"1";"373630";"WAFER TRENTO BITES DARK 480G PECCIN";"BOMBONIERE";"2";"2022-11"
"7";"373630";"WAFER TRENTO BITES DARK 480G PECCIN";"BOMBONIERE";"2";"2022-11"
"5";"373630";"WAFER TRENTO BITES DARK 480G PECCIN";"BOMBONIERE";"4";"2022-11"
"7";"589734";"WAFER TRENTO BITES DUO STAND UP PUCH 120G PECCIN";"BOMBONIERE";"8";"2022-11"
"1";"589734";"WAFER TRENTO BITES DUO STAND UP PUCH 120G PECCIN";"BOMBONIERE";"4";"2022-11"
"7";"594394";"WAFER TRENTO BITES DUO 480G PECCIN";"BOMBONIERE";"3";"2022-11"
"5";"594394";"WAFER TRENTO BITES DUO 480G PECCIN";"BOMBONIERE";"1";"2022-11"
"1";"594394";"WAFER TRENTO BITES DUO 480G PECCIN";"BOMBONIERE";"2";"2022-11"
"4";"518963";"WAFER TRENTO BITES MARACUJA 40G PECCIN";"BOMBONIERE";"10";"2022-11"
"1";"518963";"WAFER TRENTO BITES MARACUJA 40G PECCIN";"BOMBONIERE";"12";"2022-11"
"5";"518963";"WAFER TRENTO BITES MARACUJA 40G PECCIN";"BOMBONIERE";"4";"2022-11"
"7";"518963";"WAFER TRENTO BITES MARACUJA 40G PECCIN";"BOMBONIERE";"13";"2022-11"
"5";"423762";"WAFER TRENTO BITES PACOCA 40G PECCIN";"BOMBONIERE";"7";"2022-11"
"1";"423762";"WAFER TRENTO BITES PACOCA 40G PECCIN";"BOMBONIERE";"3";"2022-11"
"7";"423762";"WAFER TRENTO BITES PACOCA 40G PECCIN";"BOMBONIERE";"7";"2022-11"
"4";"423762";"WAFER TRENTO BITES PACOCA 40G PECCIN";"BOMBONIERE";"2";"2022-11"
"4";"423786";"WAFER TRENTO BITES TORTA DE LIMAO 40G PECCIN";"BOMBONIERE";"15";"2022-11"
"7";"423786";"WAFER TRENTO BITES TORTA DE LIMAO 40G PECCIN";"BOMBONIERE";"7";"2022-11"
"7";"423793";"WAFER TRENTO BITES TORTA DE LIMAO 480G PECCIN";"BOMBONIERE";"1";"2022-11"
"4";"423793";"WAFER TRENTO BITES TORTA DE LIMAO 480G PECCIN";"BOMBONIERE";"2";"2022-11"
