"LOJA";"CODIGO";"PRODUTO";"DEPARTAMENTO";"QUANTIDADE";"MES"
"7";"543576";"CESTA DE CARTAO BOURBON P 18X13X7.5 C/1 UN";"BALCAO DE DECORACAO";"2";"2022-11"
"1";"611336";"CESTA DE CARTAO CONSTANCE M 22x15x9 CROMUS";"BALCAO DE DECORACAO";"7";"2022-11"
"4";"612173";"CESTA DE CARTAO CONSTANCE MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"1";"2022-11"
"5";"612173";"CESTA DE CARTAO CONSTANCE MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"2";"2022-11"
"5";"611343";"CESTA DE CARTAO IBIZA M 22x15x9 CROMUS";"BALCAO DE DECORACAO";"7";"2022-11"
"1";"611343";"CESTA DE CARTAO IBIZA M 22x15x9 CROMUS";"BALCAO DE DECORACAO";"9";"2022-11"
"1";"612203";"CESTA DE CARTAO IBIZA MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"3";"2022-11"
"5";"612203";"CESTA DE CARTAO IBIZA MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"1";"2022-11"
"4";"612227";"CESTA DE CARTAO JOUR MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"2";"2022-11"
"5";"612227";"CESTA DE CARTAO JOUR MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"3";"2022-11"
"1";"612227";"CESTA DE CARTAO JOUR MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"5";"2022-11"
"4";"612838";"CESTA DE CARTAO LIBERTY FOLK P 18X13X7.5 C/1 UN";"BALCAO DE DECORACAO";"4";"2022-11"
"4";"623223";"CESTA DE CARTAO MAISON G 32x24x11 C/1 CROMUS";"BALCAO DE DECORACAO";"2";"2022-11"
"1";"623223";"CESTA DE CARTAO MAISON G 32x24x11 C/1 CROMUS";"BALCAO DE DECORACAO";"1";"2022-11"
"1";"612180";"CESTA DE CARTAO MAISON M 22x15x9 CROMUS";"BALCAO DE DECORACAO";"14";"2022-11"
"4";"612180";"CESTA DE CARTAO MAISON M 22x15x9 CROMUS";"BALCAO DE DECORACAO";"3";"2022-11"
"1";"612197";"CESTA DE CARTAO MAISON MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"5";"2022-11"
"5";"612258";"CESTA DE CARTAO MEDINA MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"9";"2022-11"
"1";"612258";"CESTA DE CARTAO MEDINA MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"2";"2022-11"
"5";"612753";"CESTA DE CARTAO MEDINA P 18X13X7.5 C/1 UN";"BALCAO DE DECORACAO";"1";"2022-11"
"1";"555548";"CESTA DE CARTAO NATALINO P 18X13X7.5 CROMUS";"PRODUTOS DE EPOCAS";"3";"2022-11"
"1";"611329";"CESTA DE CARTAO OPRAH M 22x15x9 CROMUS";"BALCAO DE DECORACAO";"5";"2022-11"
"4";"611329";"CESTA DE CARTAO OPRAH M 22x15x9 CROMUS";"BALCAO DE DECORACAO";"1";"2022-11"
"5";"612760";"CESTA DE CARTAO SINTONIA P 18X13X7.5 C/1 UN";"BALCAO DE DECORACAO";"1";"2022-11"
"5";"612210";"CESTA DE CARTAO TREVOR MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"7";"2022-11"
"4";"612210";"CESTA DE CARTAO TREVOR MG 27X18.5X9.5 C/1 CROMUS";"BALCAO DE DECORACAO";"1";"2022-11"
"7";"177368";"CESTA FRAUDEIRA N15";"BALCAO DE DECORACAO";"1";"2022-11"
"4";"177368";"CESTA FRAUDEIRA N15";"BALCAO DE DECORACAO";"2";"2022-11"
"1";"221030";"CESTA FRAUDEIRA N22 RIBER";"BALCAO DE DECORACAO";"1";"2022-11"
"4";"221030";"CESTA FRAUDEIRA N22 RIBER";"BALCAO DE DECORACAO";"3";"2022-11"
"1";"177375";"CESTA FRAUDEIRA N25 RIBER";"BALCAO DE DECORACAO";"1";"2022-11"
"1";"177382";"CESTA FRAUDEIRA N30 RIBER";"BALCAO DE DECORACAO";"1";"2022-11"
"1";"177399";"CESTA FRAUDEIRA N35 RIBER";"BALCAO DE DECORACAO";"1";"2022-11"
"4";"177405";"CESTA FRAUDEIRA N40 RIBER";"BALCAO DE DECORACAO";"5";"2022-11"
"5";"582940";"CESTA NA CAIXA PASSIONE M 33x23x10 C/01 UN";"BALCAO DE DECORACAO";"1";"2022-11"
"5";"570084";"CESTA NA CAIXA TANTO AMOR 33X23X20 C/01 CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-11"
"5";"570060";"CESTA NA CAIXA TONS DE CHOCOLATE 27X19.5X9 C/01 CROMUS";"PRODUTOS DE EPOCAS";"5";"2022-11"
"4";"520652";"CESTA NA CAIXA 33x23x10 C/01 FEITO C/AMOR CROMUS";"FESTA";"3";"2022-11"
"1";"626019";"CESTA NOEL COZINHEIRO CRU/VRM/BCO M CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-11"
"4";"626019";"CESTA NOEL COZINHEIRO CRU/VRM/BCO M CROMUS";"PRODUTOS DE EPOCAS";"6";"2022-11"
"7";"626019";"CESTA NOEL COZINHEIRO CRU/VRM/BCO M CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-11"
"5";"626019";"CESTA NOEL COZINHEIRO CRU/VRM/BCO M CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-11"
"1";"510165";"CESTA PRAIA G";"BALCAO DE DECORACAO";"1";"2022-11"
"7";"510158";"CESTA PRAIA M";"BALCAO DE DECORACAO";"2";"2022-11"
"5";"510158";"CESTA PRAIA M";"BALCAO DE DECORACAO";"2";"2022-11"
"4";"510158";"CESTA PRAIA M";"BALCAO DE DECORACAO";"1";"2022-11"
"4";"510141";"CESTA PRAIA P";"BALCAO DE DECORACAO";"4";"2022-11"
"7";"510141";"CESTA PRAIA P";"BALCAO DE DECORACAO";"4";"2022-11"
"5";"510141";"CESTA PRAIA P";"BALCAO DE DECORACAO";"3";"2022-11"
"1";"510141";"CESTA PRAIA P";"BALCAO DE DECORACAO";"1";"2022-11"
"4";"386050";"CESTA QUADRADA NATAL DISNEY P CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-11"
"4";"326308";"CESTA QUADRADA SINTETICO G RIBER";"BALCAO DE DECORACAO";"3";"2022-11"
"5";"304252";"CESTA QUADRADA SINTETICO P RIBER";"BALCAO DE DECORACAO";"3";"2022-11"
"4";"619394";"CESTA RED BAMBU C/ALCA C/CINTO C/NOEL VRM/BCO CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-11"
"4";"522304";"CESTA REDONDA SINTETICO G RIBER";"BALCAO DE DECORACAO";"2";"2022-11"
"5";"522328";"CESTA REDONDA SINTETICO P RIBER";"BALCAO DE DECORACAO";"2";"2022-11"
"7";"522328";"CESTA REDONDA SINTETICO P RIBER";"BALCAO DE DECORACAO";"1";"2022-11"
"5";"454070";"CESTA REDONDA VIME G RIBER";"BALCAO DE DECORACAO";"7";"2022-11"
"5";"454063";"CESTA REDONDA VIME M RIBER";"BALCAO DE DECORACAO";"5";"2022-11"
"1";"304245";"CESTA RETANGULAR SINTETICO G RIBER";"BALCAO DE DECORACAO";"2";"2022-11"
"5";"304245";"CESTA RETANGULAR SINTETICO G RIBER";"BALCAO DE DECORACAO";"3";"2022-11"
"5";"304238";"CESTA RETANGULAR SINTETICO M RIBER";"BALCAO DE DECORACAO";"4";"2022-11"
"5";"304221";"CESTA RETANGULAR SINTETICO P RIBER";"BALCAO DE DECORACAO";"2";"2022-11"
"4";"304221";"CESTA RETANGULAR SINTETICO P RIBER";"BALCAO DE DECORACAO";"1";"2022-11"
"1";"423021";"CESTA VINIL G ";"BALCAO DE DECORACAO";"1";"2022-11"
"1";"423014";"CESTA VINIL M ";"BALCAO DE DECORACAO";"1";"2022-11"
"1";"423007";"CESTA VINIL P ";"BALCAO DE DECORACAO";"2";"2022-11"
"4";"527347";"CFL-001 BANDEJA BRANCA 500G C/10 COPOBRAS";"FESTA";"6";"2022-11"
"4";"527378";"CFL-002 BANDEJA BRANCA 500G C/10 COPOBRAS";"FESTA";"18";"2022-11"
"4";"527491";"CFL-003 BANDEJA AMARELA 800G C/10 COPOBRAS";"FESTA";"2";"2022-11"
"1";"527491";"CFL-003 BANDEJA AMARELA 800G C/10 COPOBRAS";"FESTA";"1";"2022-11"
"4";"527385";"CFL-003 BANDEJA BRANCA 800G C/10 COPOBRAS";"FESTA";"11";"2022-11"
"7";"527415";"CFL-004 BANDEJA BRANCA 1.5KG C/10 COPOBRAS";"FESTA";"10";"2022-11"
"4";"527415";"CFL-004 BANDEJA BRANCA 1.5KG C/10 COPOBRAS";"FESTA";"7";"2022-11"
"5";"363389";"CHA DE CAMOMILA 10G DR OTKER";"MERCEARIA";"1";"2022-11"
"1";"382953";"CHA MATTE LEAO NAT GRANEL 100G";"MERCEARIA";"1";"2022-11"
"4";"382953";"CHA MATTE LEAO NAT GRANEL 100G";"MERCEARIA";"1";"2022-11"
"5";"382953";"CHA MATTE LEAO NAT GRANEL 100G";"MERCEARIA";"2";"2022-11"
"5";"221092";"CHA MATTE LEAO NAT 250G";"MERCEARIA";"1";"2022-11"
"4";"565196";"CHAMPANHEIRA WAVE PS 8L TRANSPARENTE";"FESTA";"1";"2022-11"
"1";"531979";"CHANDON BABY RICHE DEMI-SEC 187ML";"BEBIDA";"1";"2022-11"
"7";"439473";"CHANTILINHO 400G MIX";"CONFEITARIA";"2";"2022-11"
"7";"54294";"CHANTILLY AMELIA 1L VIGOR";"CONFEITARIA";"13";"2022-11"
"1";"54294";"CHANTILLY AMELIA 1L VIGOR";"CONFEITARIA";"42";"2022-11"
"4";"54294";"CHANTILLY AMELIA 1L VIGOR";"CONFEITARIA";"43";"2022-11"
"5";"54294";"CHANTILLY AMELIA 1L VIGOR";"CONFEITARIA";"27";"2022-11"
"5";"579810";"CHANTILLY CESIBON UHT 1L";"CONFEITARIA";"1";"2022-11"
"7";"579810";"CHANTILLY CESIBON UHT 1L";"CONFEITARIA";"1";"2022-11"
"1";"579865";"CHANTILLY CESIBON UHT 200ML";"CONFEITARIA";"5";"2022-11"
"5";"579865";"CHANTILLY CESIBON UHT 200ML";"CONFEITARIA";"16";"2022-11"
"7";"579865";"CHANTILLY CESIBON UHT 200ML";"CONFEITARIA";"21";"2022-11"
"4";"579865";"CHANTILLY CESIBON UHT 200ML";"CONFEITARIA";"23";"2022-11"
"7";"569002";"CHANTILLY CHANTY MIX AMELIA 200ML VIGOR";"CONFEITARIA";"10";"2022-11"
"5";"569002";"CHANTILLY CHANTY MIX AMELIA 200ML VIGOR";"CONFEITARIA";"61";"2022-11"
"4";"569002";"CHANTILLY CHANTY MIX AMELIA 200ML VIGOR";"CONFEITARIA";"75";"2022-11"
"1";"569002";"CHANTILLY CHANTY MIX AMELIA 200ML VIGOR";"CONFEITARIA";"49";"2022-11"
"4";"255943";"CHANTILLY CHANTY 1L NORCAU ";"CONFEITARIA";"267";"2022-11"
"7";"255943";"CHANTILLY CHANTY 1L NORCAU ";"CONFEITARIA";"130";"2022-11"
"5";"255943";"CHANTILLY CHANTY 1L NORCAU ";"CONFEITARIA";"163";"2022-11"
"1";"255943";"CHANTILLY CHANTY 1L NORCAU ";"CONFEITARIA";"495";"2022-11"
"1";"579872";"CHANTILLY CHOCOLATE CESIBON UHT 200ML";"CONFEITARIA";"18";"2022-11"
"7";"579872";"CHANTILLY CHOCOLATE CESIBON UHT 200ML";"CONFEITARIA";"7";"2022-11"
"5";"579872";"CHANTILLY CHOCOLATE CESIBON UHT 200ML";"CONFEITARIA";"1";"2022-11"
"4";"579872";"CHANTILLY CHOCOLATE CESIBON UHT 200ML";"CONFEITARIA";"11";"2022-11"
"4";"364362";"CHANTILLY MIX SUPREME AMELIA 1L VIGOR";"CONFEITARIA";"4";"2022-11"
"1";"364362";"CHANTILLY MIX SUPREME AMELIA 1L VIGOR";"CONFEITARIA";"3";"2022-11"
"5";"181495";"CHANTILLY NESTILLY 1KG NESTLE";"CONFEITARIA";"1";"2022-11"
"7";"181495";"CHANTILLY NESTILLY 1KG NESTLE";"CONFEITARIA";"1";"2022-11"
"7";"297295";"CHANTILLY NORCAU CHANTY PROFESSIONAL 1L";"CONFEITARIA";"3";"2022-11"
"4";"297295";"CHANTILLY NORCAU CHANTY PROFESSIONAL 1L";"CONFEITARIA";"13";"2022-11"
"5";"297295";"CHANTILLY NORCAU CHANTY PROFESSIONAL 1L";"CONFEITARIA";"7";"2022-11"
"5";"92227";"CHANTILLY SPRAY 250G VIGOR";"CONFEITARIA";"2";"2022-11"
"7";"92227";"CHANTILLY SPRAY 250G VIGOR";"CONFEITARIA";"5";"2022-11"
"4";"92227";"CHANTILLY SPRAY 250G VIGOR";"CONFEITARIA";"5";"2022-11"
"1";"92227";"CHANTILLY SPRAY 250G VIGOR";"CONFEITARIA";"5";"2022-11"
"4";"414395";"CHANTILLY 1L CHANTY MAIS NORCAU";"CONFEITARIA";"59";"2022-11"
"5";"414395";"CHANTILLY 1L CHANTY MAIS NORCAU";"CONFEITARIA";"17";"2022-11"
"1";"414395";"CHANTILLY 1L CHANTY MAIS NORCAU";"CONFEITARIA";"82";"2022-11"
"7";"414395";"CHANTILLY 1L CHANTY MAIS NORCAU";"CONFEITARIA";"31";"2022-11"
"1";"502245";"CHANTILLY 1L DAUS";"CONFEITARIA";"257";"2022-11"
"5";"502245";"CHANTILLY 1L DAUS";"CONFEITARIA";"116";"2022-11"
"4";"502245";"CHANTILLY 1L DAUS";"CONFEITARIA";"427";"2022-11"
"7";"502245";"CHANTILLY 1L DAUS";"CONFEITARIA";"165";"2022-11"
"4";"516358";"CHANTILLY 1L LEITE CONDENSADO NORCAU CHANTY";"CONFEITARIA";"31";"2022-11"
"7";"516358";"CHANTILLY 1L LEITE CONDENSADO NORCAU CHANTY";"CONFEITARIA";"11";"2022-11"
"5";"516358";"CHANTILLY 1L LEITE CONDENSADO NORCAU CHANTY";"CONFEITARIA";"17";"2022-11"
"1";"516358";"CHANTILLY 1L LEITE CONDENSADO NORCAU CHANTY";"CONFEITARIA";"52";"2022-11"
"4";"479486";"CHANTILLY 1L LEITE EM PO NORCAU CHANTY MAIS";"CONFEITARIA";"33";"2022-11"
"1";"479486";"CHANTILLY 1L LEITE EM PO NORCAU CHANTY MAIS";"CONFEITARIA";"37";"2022-11"
"7";"479486";"CHANTILLY 1L LEITE EM PO NORCAU CHANTY MAIS";"CONFEITARIA";"28";"2022-11"
"5";"479486";"CHANTILLY 1L LEITE EM PO NORCAU CHANTY MAIS";"CONFEITARIA";"25";"2022-11"
"5";"260275";"CHAPELECO C/05 KAIXOTE";"FESTA";"1";"2022-11"
"7";"115803";"CHAPEU AVENGERS C/12 REGINA";"FESTA";"1";"2022-11"
"1";"381307";"CHAPEU BATMAN C/8 FESTCOLOR";"FESTA";"1";"2022-11"
"1";"374422";"CHAPEU BRASIL";"FESTA";"2";"2022-11"
"5";"374422";"CHAPEU BRASIL";"FESTA";"8";"2022-11"
"4";"374422";"CHAPEU BRASIL";"FESTA";"1";"2022-11"
"5";"374415";"CHAPEU BRASIL CARTOLA";"PRODUTOS DE EPOCAS";"2";"2022-11"
"1";"374415";"CHAPEU BRASIL CARTOLA";"PRODUTOS DE EPOCAS";"1";"2022-11"
"4";"374415";"CHAPEU BRASIL CARTOLA";"PRODUTOS DE EPOCAS";"5";"2022-11"
"7";"374415";"CHAPEU BRASIL CARTOLA";"PRODUTOS DE EPOCAS";"4";"2022-11"
"4";"374408";"CHAPEU BRASIL COWBOY";"PRODUTOS DE EPOCAS";"3";"2022-11"
"5";"374408";"CHAPEU BRASIL COWBOY";"PRODUTOS DE EPOCAS";"9";"2022-11"
"1";"374408";"CHAPEU BRASIL COWBOY";"PRODUTOS DE EPOCAS";"8";"2022-11"
"7";"374408";"CHAPEU BRASIL COWBOY";"PRODUTOS DE EPOCAS";"3";"2022-11"
"1";"115780";"CHAPEU CARROS REGINA";"FESTA";"2";"2022-11"
"1";"246996";"CHAPEU CONE BRANCO C/8 KAIXOTE";"FESTA";"1";"2022-11"
"5";"260596";"CHAPEU CONE MARROM C/8 KAIXOTE";"FESTA";"2";"2022-11"
"5";"605700";"CHAPEU CONE MUSIC MOVE C/8 JUNCO";"FESTA";"2";"2022-11"
"4";"605717";"CHAPEU CONE MUSIC MOVE MENINA C/8 JUNCO";"FESTA";"2";"2022-11"
"5";"605717";"CHAPEU CONE MUSIC MOVE MENINA C/8 JUNCO";"FESTA";"3";"2022-11"
"1";"605717";"CHAPEU CONE MUSIC MOVE MENINA C/8 JUNCO";"FESTA";"2";"2022-11"
"4";"607131";"CHAPEU C/PONTAS BRASIL ";"PRODUTOS DE EPOCAS";"1";"2022-11"
"5";"607131";"CHAPEU C/PONTAS BRASIL ";"PRODUTOS DE EPOCAS";"2";"2022-11"
"1";"607131";"CHAPEU C/PONTAS BRASIL ";"PRODUTOS DE EPOCAS";"1";"2022-11"
"7";"607131";"CHAPEU C/PONTAS BRASIL ";"PRODUTOS DE EPOCAS";"1";"2022-11"
"5";"473729";"CHAPEU C/08 AMARELO";"FESTA";"3";"2022-11"
"7";"473729";"CHAPEU C/08 AMARELO";"FESTA";"5";"2022-11"
"1";"473736";"CHAPEU C/08 AZUL CLARO";"FESTA";"2";"2022-11"
"7";"473736";"CHAPEU C/08 AZUL CLARO";"FESTA";"1";"2022-11"
"4";"473736";"CHAPEU C/08 AZUL CLARO";"FESTA";"3";"2022-11"
"5";"473736";"CHAPEU C/08 AZUL CLARO";"FESTA";"1";"2022-11"
"5";"473743";"CHAPEU C/08 AZUL ESCURO";"FESTA";"1";"2022-11"
"1";"473743";"CHAPEU C/08 AZUL ESCURO";"FESTA";"2";"2022-11"
"7";"541381";"CHAPEU C/08 AZUL ROYAL REGINA";"FESTA";"4";"2022-11"
"1";"473750";"CHAPEU C/08 BRANCO";"FESTA";"2";"2022-11"
"4";"473750";"CHAPEU C/08 BRANCO";"FESTA";"2";"2022-11"
"4";"473767";"CHAPEU C/08 PINK";"FESTA";"1";"2022-11"
"5";"473767";"CHAPEU C/08 PINK";"FESTA";"4";"2022-11"
"4";"473958";"CHAPEU C/08 PRETO";"FESTA";"1";"2022-11"
"1";"473958";"CHAPEU C/08 PRETO";"FESTA";"1";"2022-11"
"7";"473958";"CHAPEU C/08 PRETO";"FESTA";"3";"2022-11"
"4";"473774";"CHAPEU C/08 VERDE";"FESTA";"2";"2022-11"
"4";"592659";"CHAPEU DINO BABY C/8 FESTCOLOR";"FESTA";"2";"2022-11"
"4";"197984";"CHAPEU DISNEY FROZEN C/12 REGINA";"FESTA";"1";"2022-11"
"5";"589079";"CHAPEU FESTA FAZENDINHA C/12 REGINA";"FESTA";"1";"2022-11"
"1";"240475";"CHAPEU FUTEBOL C/8 REGINA";"PRODUTOS DE EPOCAS";"3";"2022-11"
"1";"507042";"CHAPEU GALINHA PINTADINHA 2018 C/8 FESTCOLOR";"FESTA";"2";"2022-11"
"4";"507042";"CHAPEU GALINHA PINTADINHA 2018 C/8 FESTCOLOR";"FESTA";"1";"2022-11"
"5";"117951";"CHAPEU LARANJA C/8 COLOR CONCEPTS";"FESTA";"1";"2022-11"
"4";"330473";"CHAPEU MASHA E O URSO C/8 REGINA";"FESTA";"2";"2022-11"
"1";"330473";"CHAPEU MASHA E O URSO C/8 REGINA";"FESTA";"1";"2022-11"
"4";"115902";"CHAPEU MICKEY C/8 REGINA";"FESTA";"1";"2022-11"
"4";"115940";"CHAPEU MINNIE C/8 REGINA";"FESTA";"1";"2022-11"
"1";"115933";"CHAPEU MORANGUINHO BABY C/8 REGINA";"FESTA";"1";"2022-11"
"4";"485456";"CHAPEU MULHER MARAVILHA C/08 FESTCOLOR";"FESTA";"1";"2022-11"
"5";"411226";"CHAPEU MUNDO BITA C/8 REGINA";"FESTA";"1";"2022-11"
"4";"576475";"CHAPEU NARUTO C/8 FESTCOLOR";"FESTA";"2";"2022-11"
"4";"469357";"CHAPEU PAPEL TURMA DA MONICA C/8 FESTCOLOR";"FESTA";"1";"2022-11"
"1";"299480";"CHAPEU PATRULHA CANINA HEROIS C/8 REGINA";"FESTA";"2";"2022-11"
"4";"299480";"CHAPEU PATRULHA CANINA HEROIS C/8 REGINA";"FESTA";"2";"2022-11"
"4";"175036";"CHAPEU PEPPA PIG REGINA";"FESTA";"1";"2022-11"
"5";"115988";"CHAPEU PEQUENA SEREIA C/8 REGINA";"FESTA";"1";"2022-11"
"7";"627610";"CHAPEU PLASTICO BRASIL ";"PRODUTOS DE EPOCAS";"23";"2022-11"
"4";"627610";"CHAPEU PLASTICO BRASIL ";"PRODUTOS DE EPOCAS";"11";"2022-11"
"1";"627610";"CHAPEU PLASTICO BRASIL ";"PRODUTOS DE EPOCAS";"31";"2022-11"
"1";"580724";"CHAPEU POP IT C/08";"FESTA";"1";"2022-11"
"4";"117999";"CHAPEU ROSA C/8 COLOR CONCEPTS";"FESTA";"1";"2022-11"
"1";"115797";"CHAPEU SPIDER GAMER VERSE  REGINA";"FESTA";"1";"2022-11"
"7";"115797";"CHAPEU SPIDER GAMER VERSE  REGINA";"FESTA";"1";"2022-11"
"4";"358668";"CHAPEU UNICORNIO C/8 FESTCOLOR";"FESTA";"2";"2022-11"
"7";"118026";"CHAPEU VERMELHO C/8 COLOR CONCEPTS";"FESTA";"2";"2022-11"
"1";"118026";"CHAPEU VERMELHO C/8 COLOR CONCEPTS";"FESTA";"6";"2022-11"
"4";"118026";"CHAPEU VERMELHO C/8 COLOR CONCEPTS";"FESTA";"2";"2022-11"
"4";"601344";"CHEETOS CHEDDAR PATAS 41G ELMA CHIPS";"BOMBONIERE";"28";"2022-11"
"1";"621137";"CHEETOS LUA 110G ELMA CHIPS";"BOMBONIERE";"2";"2022-11"
"5";"621137";"CHEETOS LUA 110G ELMA CHIPS";"BOMBONIERE";"1";"2022-11"
"4";"295680";"CHEETOS LUA 40G";"BOMBONIERE";"24";"2022-11"
"5";"295680";"CHEETOS LUA 40G";"BOMBONIERE";"21";"2022-11"
"1";"295680";"CHEETOS LUA 40G";"BOMBONIERE";"11";"2022-11"
"7";"295680";"CHEETOS LUA 40G";"BOMBONIERE";"22";"2022-11"
"4";"421652";"CHEETOS MIX DE QUEIJOS 41G ELMA CHIPS";"BOMBONIERE";"22";"2022-11"
"7";"421652";"CHEETOS MIX DE QUEIJOS 41G ELMA CHIPS";"BOMBONIERE";"28";"2022-11"
"1";"421652";"CHEETOS MIX DE QUEIJOS 41G ELMA CHIPS";"BOMBONIERE";"16";"2022-11"
"5";"421652";"CHEETOS MIX DE QUEIJOS 41G ELMA CHIPS";"BOMBONIERE";"13";"2022-11"
"4";"550918";"CHEETOS MIX 115G ELMA CHIPS PEPSICO";"BOMBONIERE";"2";"2022-11"
"5";"625166";"CHEETOS MIX 95G ELMA CHIPS";"BOMBONIERE";"3";"2022-11"
"5";"618243";"CHEETOS ONDA REQUEIJAO 122G ELMA CHIPS";"BOMBONIERE";"7";"2022-11"
"1";"618243";"CHEETOS ONDA REQUEIJAO 122G ELMA CHIPS";"BOMBONIERE";"11";"2022-11"
"7";"618243";"CHEETOS ONDA REQUEIJAO 122G ELMA CHIPS";"BOMBONIERE";"18";"2022-11"
"1";"421713";"CHEETOS ONDA REQUEIJAO 45G ELMA CHIPS";"BOMBONIERE";"39";"2022-11"
"4";"421713";"CHEETOS ONDA REQUEIJAO 45G ELMA CHIPS";"BOMBONIERE";"76";"2022-11"
"7";"421713";"CHEETOS ONDA REQUEIJAO 45G ELMA CHIPS";"BOMBONIERE";"69";"2022-11"
"5";"421713";"CHEETOS ONDA REQUEIJAO 45G ELMA CHIPS";"BOMBONIERE";"82";"2022-11"
"4";"457996";"CHEETOS REQUEIJÃO 140G ELMA CHIPS";"BOMBONIERE";"5";"2022-11"
"1";"469265";"CHEETOS REQUEIJAO 75G ELMA CHIPS";"BOMBONIERE";"18";"2022-11"
"5";"469265";"CHEETOS REQUEIJAO 75G ELMA CHIPS";"BOMBONIERE";"6";"2022-11"
"7";"469265";"CHEETOS REQUEIJAO 75G ELMA CHIPS";"BOMBONIERE";"12";"2022-11"
"4";"469265";"CHEETOS REQUEIJAO 75G ELMA CHIPS";"BOMBONIERE";"6";"2022-11"
"5";"563178";"CHEETOS TIKTOK CHEDDAR 56G ELMA CHIPS";"BOMBONIERE";"9";"2022-11"
"5";"66396";"CHICE TRIDENT TUTTI FRUTTI 8G";"BOMBONIERE";"16";"2022-11"
"4";"66396";"CHICE TRIDENT TUTTI FRUTTI 8G";"BOMBONIERE";"20";"2022-11"
"1";"66396";"CHICE TRIDENT TUTTI FRUTTI 8G";"BOMBONIERE";"20";"2022-11"
"7";"66396";"CHICE TRIDENT TUTTI FRUTTI 8G";"BOMBONIERE";"17";"2022-11"
"5";"294232";"CHICLE BIG BIG HORTELA 315G ARCOR";"BOMBONIERE";"1";"2022-11"
"4";"294232";"CHICLE BIG BIG HORTELA 315G ARCOR";"BOMBONIERE";"2";"2022-11"
"7";"294232";"CHICLE BIG BIG HORTELA 315G ARCOR";"BOMBONIERE";"2";"2022-11"
"7";"288828";"CHICLE BIG BIG MORANGO 315G ARCOR";"BOMBONIERE";"1";"2022-11"
"5";"288828";"CHICLE BIG BIG MORANGO 315G ARCOR";"BOMBONIERE";"3";"2022-11"
"7";"64781";"CHICLE BIG BIG TUTTI FRUTTI 315G ARCOR";"BOMBONIERE";"1";"2022-11"
"1";"66976";"CHICLE BLONG BLACK 200G PECCIN";"BOMBONIERE";"9";"2022-11"
"7";"66976";"CHICLE BLONG BLACK 200G PECCIN";"BOMBONIERE";"4";"2022-11"
"4";"66976";"CHICLE BLONG BLACK 200G PECCIN";"BOMBONIERE";"7";"2022-11"
"5";"66976";"CHICLE BLONG BLACK 200G PECCIN";"BOMBONIERE";"10";"2022-11"
"4";"330282";"CHICLE BLONG ENERGY 200G PECCIN";"BOMBONIERE";"11";"2022-11"
"1";"330282";"CHICLE BLONG ENERGY 200G PECCIN";"BOMBONIERE";"4";"2022-11"
"5";"330282";"CHICLE BLONG ENERGY 200G PECCIN";"BOMBONIERE";"7";"2022-11"
"1";"589765";"CHICLE BLONG MELANCIA 200G PECCIN";"BOMBONIERE";"9";"2022-11"
"7";"560160";"CHICLE BLONG NITROFERAS 280G PECCIN";"BOMBONIERE";"1";"2022-11"
"5";"67003";"CHICLE BLONG UVA 200G PECCIN";"BOMBONIERE";"29";"2022-11"
"7";"67003";"CHICLE BLONG UVA 200G PECCIN";"BOMBONIERE";"2";"2022-11"
"4";"67003";"CHICLE BLONG UVA 200G PECCIN";"BOMBONIERE";"1";"2022-11"
"1";"67003";"CHICLE BLONG UVA 200G PECCIN";"BOMBONIERE";"4";"2022-11"
"7";"66952";"CHICLE BLONG YOGURT 200G PECCIN";"BOMBONIERE";"3";"2022-11"
"1";"66952";"CHICLE BLONG YOGURT 200G PECCIN";"BOMBONIERE";"4";"2022-11"
"5";"66952";"CHICLE BLONG YOGURT 200G PECCIN";"BOMBONIERE";"12";"2022-11"
"1";"67058";"CHICLE BLONG 3 NAPOLITANO 200G PECCIN";"BOMBONIERE";"2";"2022-11"
"7";"67058";"CHICLE BLONG 3 NAPOLITANO 200G PECCIN";"BOMBONIERE";"3";"2022-11"
"7";"586153";"CHICLE BRINQ MONSTRO TATTO TUTTI FRUTTI 350G TOFFANO";"BOMBONIERE";"1";"2022-11"
"5";"586153";"CHICLE BRINQ MONSTRO TATTO TUTTI FRUTTI 350G TOFFANO";"BOMBONIERE";"7";"2022-11"
